"시설ID","시설명","서비스분류코드","서비스분류명","자치구코드","자치구명","연령구분코드","연령구분","X좌표값","Y좌표값","우편번호","기본주소","상세주소","설립일","사용료무료여부","사용료","전용면적(평)","학기시작시간","학기종료시간","방학시작시간","방학종료시간","재량휴일시작시간","재량휴일종료시간","토요일운영여부","토요일운영시작시간","토요일운영종료시간","월사용료무료여부","월자기부담금","월사용료","일사용료무료여부","일자기부담금","일사용료","상시돌봄정원수","일시돌봄정원수","전용면적(m2)","자치구코드배열","등록일시","수정일시"
"DB191105","도봉2호점 우리동네키움센터(도봉1동 별별키움센터)","1001","우리동네키움센터","11320","도봉구","1003","초등학생","127.04289","37.68301","01305","서울시 도봉구 도봉로 175길 10","3층 (무수골 도서관 내 )","2019-10-01","","","20","1100","1900","0900","1800","1000","1800","N","","","Y","0","","Y","0","","20","4","66","","2019-11-22 11:21:00.0","2022-03-08 09:17:27.0"
"DB191106","도봉1호점 방아골우리동네키움센터","1001","우리동네키움센터","11320","도봉구","1003","초등학생","127.032705740131","37.669292150957204","01314","서울시 도봉구 시루봉로 17길 42","방아골종합사회복지관 2층","2021-04-05","","","24.2","1100","1900","0900","1800","0900","1800","N","","","Y","0","","Y","0","","20","4","80","","2019-11-22 11:21:00.0","2022-07-21 16:11:21.0"
"MP191101","마포2호점 우리동네키움센터(망원1동)","1001","우리동네키움센터","11440","마포구","1003","초등학생","126.90271","37.55318","04016","서울시 마포구 희우정로 77 ","상가 1층 우리동네키움센터","2019-08-22","","","30","1000","1900","0900","1800","1000","1900","N","","","N","","50000","N","","2500","25","5","99.1","","2019-11-19 22:04:52.0","2022-10-21 10:22:29.0"
"SM191102","서대문1호점 우리동네키움센터(북가좌 우리동네키움센터 친구랑)","1001","우리동네키움센터","11410","서대문구","1003","초등학생","126.90906","37.57815","03714","서울특별시 서대문구 거북골로 195-1","2층","2019-06-03","","","24","0900","2000","0900","2000","0900","2000","N","","","N","","50000","N","","2500","20","4","85","","2019-11-19 22:04:52.0","2022-09-22 16:00:39.0"
"SB191101","성북1호점 우리동네키움센터(장위1동)","1001","우리동네키움센터","11290","성북구","1003","초등학생","127.04692","37.61628","02755","서울시 성북구 돌곶이로 37길 32-4","별별재미난교실","2018-06-01","","","29","1000","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","29","5","95","","2019-11-19 22:04:52.0","2022-06-07 10:46:22.0"
"JR191101","중랑1호점 신내동우리동네키움센터(중랑아동돌봄센터)","1001","우리동네키움센터","11260","중랑구","1003","초등학생","127.11012","37.61805","02263","서울특별시 중랑구 신내역로1길 145","1층 101호","2020-02-03","","","22","0900","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","22","4","73","","2019-11-19 22:04:52.0","2021-05-12 14:56:17.0"
"DM191102","동대문2호점 우리동네키움센터(라온) ","1001","우리동네키움센터","11230","동대문구","1003","초등학생","127.06893","37.5758","02525","서울특별시 동대문구 답십리로63길 73","3층 (장안동)","2019-08-16","","","56","0900","1900","0900","1900","0900","1800","N","","","N","","50000","N","","2500","20","4","186.24","","2019-11-19 22:04:52.0","2022-06-07 13:13:36.0"
"GD191101","강동1호점 우리동네키움센터(상상나루來키움센터)","1001","우리동네키움센터","11740","강동구","1003","초등학생","127.13146","37.5506","05262","서울특별시 강동구 올림픽로98가길 28","2층 암사도시재생앵커시설 상상나루래","2019-10-14","","","26","1000","1900","0900","1800","0900","1800","N","","","N","","40000","","","","20","4","85.64","","2019-11-19 22:04:52.0","2021-12-27 10:01:54.0"
"SP191104","송파1호점 우리동네키움센터(잠실본동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.08007111767261","37.50963899058105","05561","서울특별시 송파구 올림픽로8길 22","801호 (잠실동)","2019-10-01","","","20","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","66","","2019-11-19 22:04:52.0","2022-08-23 14:30:57.0"
"SP191103","송파2호점 우리동네키움센터(송파1동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.10977","37.50597","05666","서울특별시 송파구 백제고분로 42길 5 ","송파여성문화회관 1층 키움센터","2019-12-02","","","22","1300","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","96","","2019-11-19 22:04:52.0","2022-04-19 13:51:11.0"
"SP191102","송파3호점 우리동네키움센터(삼전동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.09495431545571","37.499153833689675","05598","서울특별시 송파구 백제고분로32길 35","삼전종합사회복지관 3층 삼전동 송파키움센터 (삼전동)","2019-12-01","","","25","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","81","","2019-11-19 22:04:52.0","2022-09-14 10:52:24.0"
"SP191101","송파4호점 우리동네키움센터(가락1동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.10987","37.49649","05698","서울특별시 송파구 양재대로 925","2층 (가락동)","2019-12-02","","","23","1000","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","81","","2019-11-19 22:04:52.0","2022-03-17 17:02:16.0"
"GN191101","강남1호점 우리동네키움센터(태화다함께키움센터)","1001","우리동네키움센터","11680","강남구","1003","초등학생","127.09345","37.48485","06353","서울특별시 강남구 광평로 185","305호 406호 507호","2019-04-01","","","96","0900","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","50","3","316.25","","2019-11-19 22:04:52.0","2022-09-23 14:40:31.0"
"SC191101","서초1호점 우리동네키움센터(서초구립우면동초등키움센터)","1001","우리동네키움센터","11650","서초구","1003","초등학생","127.01599","37.45687","06767","서울특별시 서초구 양재대로2길 116-19","203호 (우면동)","2019-06-10","","","31","1000","1900","0900","1800","1000","1900","N","","","Y","0","","Y","0","","20","4","102","","2019-11-19 22:04:52.0","2022-08-18 14:29:49.0"
"DJ191101","동작1호점 우리동네키움센터(노량진2동)","1001","우리동네키움센터","11590","동작구","1003","초등학생","126.93719","37.50829","06935","서울특별시 동작구 장승배기로 19길 50","1~2층","2019-06-10","","","59","0900","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","30","6","196","","2019-11-19 22:04:52.0","2021-12-21 10:46:35.0"
"GR191102","구로2호점 우리동네키움센터(구로5동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.88651","37.50171","08292","서울특별시 구로구 구로중앙로34길 67","구로5동 우리동네키움센터","2019-10-24","","","20","0900","1900","0900","1800","0900","1800","N","","","Y","","","Y","","","20","4","72","","2019-11-19 22:04:52.0","2022-06-20 12:59:05.0"
"GR191101","구로1호점 우리동네키움센터(개봉3동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.85253804053762","37.48866397225743","08349","서울특별시 구로구 개봉로11나길 23 ","1층","2019-10-01","","","20","0900","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","80","","2019-11-19 22:04:52.0","2021-05-20 11:07:10.0"
"MP191102","마포1호점 우리동네키움센터(성산2동)","1001","우리동네키움센터","11440","마포구","1003","초등학생","126.90583","37.56845","03940","서울특별시 마포구 월드컵로 36길52","2층 160-7","2019-06-08","","","30","1000","1900","0800","1900","0800","1900","N","","","N","","50000","N","","2500","25","5","102","","2019-11-19 22:04:52.0","2022-06-10 11:17:45.0"
"YC191101","양천1호점 우리동네키움센터","1001","우리동네키움센터","11470","양천구","1003","초등학생","126.84520128801716","37.51123848470527","08054","서울특별시 양천구 신정로11길 20","동일하이빌1단지아파트 관리동 ","2019-09-01","","","42.7","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","141","","2019-11-19 22:04:52.0","2022-09-05 16:15:50.0"
"YF191101","영등포1호점 우리동네키움센터(영등포본동 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.91381","37.5135","07311","서울특별시 영등포구 신길로60길 31-2","2층 (신길동)","2019-08-21","","","20","0900","1900","0900","1900","0900","1900","N","","","Y","","","","","","20","4","66.91","","2019-11-19 22:04:52.0","2022-03-15 16:56:30.0"
"DM191101","동대문1호점 우리동네키움센터(희망) ","1001","우리동네키움센터","11230","동대문구","1003","초등학생","127.03033","37.57611","02583","서울특별시 동대문구 무학로 133","1-2층 (용두동) (용두동)","2019-07-01","","","55.9","1000","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","30","6","184.7","","2019-11-19 22:03:55.0","2022-01-11 14:14:49.0"
"GN210701","테스트시설","1001","우리동네키움센터","11680","강남구","1001","영유아","127.03094","37.49243","06252","서울특별시 강남구 강남대로 328"," (역삼동)","2022-06-27","","","100","1100","1800","0900","1800","0900","1800","N","","","Y","0","","Y","0","","12","2","100","","2019-01-01 09:00:00.0","2022-02-15 12:15:22.0"
